Auction ID,Bank/Organisation Name,City/District/Location,last_date_of_submission,Reserve Price,EMD,Category,Source,days_until_submission
194511,Hinduja Housing Finance Limited,karimnagar,26-05-2025,"37,17,476.00","3,71,748.00",Land And Building,link_of_e_auction,2
194512,Hinduja Housing Finance Limited,Jagtial,26-05-2025,"13,05,736.00","1,30,574.00",Residential,link_of_e_auction,2
194513,Hinduja Housing Finance Limited,Warangal,26-05-2025,"19,20,880.00","1,92,088.00",Residential,link_of_e_auction,2
194514,Hinduja Housing Finance Limited,Warangal,26-05-2025,"13,55,340.00","1,35,534.00",Residential,link_of_e_auction,2
194515,Hinduja Housing Finance Limited,Warangal,26-05-2025,"31,79,200.00","3,17,920.00",Land And Building,link_of_e_auction,2
194516,Hinduja Housing Finance Limited,Jangaon,26-05-2025,"12,84,960.00","1,28,496.00",Residential,link_of_e_auction,2
194517,Hinduja Housing Finance Limited,Karimnagar,26-05-2025,"34,30,220.00","3,43,022.00",Residential,link_of_e_auction,2
194518,Hinduja Housing Finance Limited,Mahabubabad,26-05-2025,"20,44,853.00","2,04,485.00",Land And Building,link_of_e_auction,2
194519,Hinduja Housing Finance Limited,Jagtial,26-05-2025,"27,20,880.00","2,72,088.00",Residential,link_of_e_auction,2
194520,Hinduja Housing Finance Limited,KHAMMAM,26-05-2025,"11,89,300.00","1,18,930.00",Residential,link_of_e_auction,2
194521,Hinduja Housing Finance Limited,Warangal,26-05-2025,"16,34,870.00","1,63,487.00",Residential,link_of_e_auction,2
194522,Hinduja Housing Finance Limited,Warangal,26-05-2025,"22,10,231.00","2,21,023.00",Land,link_of_e_auction,2
194523,Hinduja Housing Finance Limited,Jagtial,26-05-2025,"59,15,203.00","5,91,520.00",Residential,link_of_e_auction,2
194524,Hinduja Housing Finance Limited,Warangal,26-05-2025,"13,25,112.00","1,32,511.00",Land And Building,link_of_e_auction,2
194525,Hinduja Housing Finance Limited,karimnagar,26-05-2025,"16,48,526.00","1,64,853.00",Residential,link_of_e_auction,2
194527,Hinduja Housing Finance Limited,Mahabubabad,26-05-2025,"50,60,040.00","5,06,004.00",Residential,link_of_e_auction,2
194528,Hinduja Housing Finance Limited,karimnagar,26-05-2025,"24,41,760.00","2,44,176.00",Residential,link_of_e_auction,2
194529,Hinduja Housing Finance Limited,Jangaon,26-05-2025,"14,78,400.00","1,47,840.00",Residential,link_of_e_auction,2
194530,Hinduja Housing Finance Limited,nizamabad,26-05-2025,"19,80,472.00","1,98,047.00",Residential,link_of_e_auction,2
194531,Hinduja Housing Finance Limited,KHAMMAM,26-05-2025,"13,83,648.00","1,38,365.00",Residential,link_of_e_auction,2
194532,Hinduja Housing Finance Limited,RAMAGUNDAM,26-05-2025,"30,21,600.00","3,02,160.00",Land,link_of_e_auction,2
194534,Hinduja Housing Finance Limited,Warangal,26-05-2025,"7,61,120.00","76,112.00",Residential,link_of_e_auction,2
194535,Hinduja Housing Finance Limited,RAMAGUNDAM,26-05-2025,"15,84,480.00","1,58,448.00",Residential,link_of_e_auction,2
194536,Hinduja Housing Finance Limited,karimnagar,26-05-2025,"23,15,781.00","2,31,578.00",Plot,link_of_e_auction,2
194537,Hinduja Housing Finance Limited,Khammam,26-05-2025,"13,69,600.00","1,36,960.00",Residential,link_of_e_auction,2
194538,Hinduja Housing Finance Limited,Karimnagar,26-05-2025,"56,64,400.00","5,66,440.00",Residential,link_of_e_auction,2
194539,Hinduja Housing Finance Limited,Mahabubabad,26-05-2025,"12,87,600.00","1,28,760.00",Residential,link_of_e_auction,2
195754,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"6,26,000.00","62,600.00",Land,link_of_e_auction,2
195755,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"14,74,000.00","1,47,400.00",Residential Flat,link_of_e_auction,2
195756,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"11,07,000.00","1,10,700.00",Flat,link_of_e_auction,2
195757,Hinduja Housing Finance Limited,Loni,26-05-2025,"15,01,000.00","1,50,100.00",Residential Flat,link_of_e_auction,2
195758,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"13,39,000.00","1,33,900.00",Flat,link_of_e_auction,2
195759,Hinduja Housing Finance Limited,Loni,26-05-2025,"10,91,000.00","1,09,100.00",Residential Flat,link_of_e_auction,2
195760,Hinduja Housing Finance Limited,Loni,26-05-2025,"15,30,000.00","1,53,000.00",Residential Vacant Plot,link_of_e_auction,2
195761,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"30,93,000.00","3,09,300.00",Plot,link_of_e_auction,2
195762,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"21,06,000.00","2,10,600.00",Residential Flat,link_of_e_auction,2
195763,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"28,76,000.00","2,87,600.00",Land,link_of_e_auction,2
195764,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"11,11,000.00","1,11,100.00",Flat,link_of_e_auction,2
195765,Hinduja Housing Finance Limited,Loni,26-05-2025,"16,04,000.00","1,60,400.00",Plot,link_of_e_auction,2
195766,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"21,00,000.00","2,10,000.00",Plot,link_of_e_auction,2
195767,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"19,07,000.00","1,90,700.00",Flat,link_of_e_auction,2
195768,Hinduja Housing Finance Limited,Loni,26-05-2025,"13,69,000.00","1,36,900.00",Flat,link_of_e_auction,2
195769,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"10,94,000.00","1,09,400.00",Flat,link_of_e_auction,2
195770,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"15,80,000.00","1,58,000.00",Flat,link_of_e_auction,2
195771,Hinduja Housing Finance Limited,Loni,26-05-2025,"7,90,000.00","79,000.00",Land,link_of_e_auction,2
195772,Hinduja Housing Finance Limited,Loni,26-05-2025,"17,99,000.00","1,79,900.00",Residential Vacant Plot,link_of_e_auction,2
195773,Hinduja Housing Finance Limited,Loni,26-05-2025,"24,66,000.00","2,46,600.00",Land,link_of_e_auction,2
195774,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"3,64,000.00","36,400.00",Residential,link_of_e_auction,2
195775,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"15,27,000.00","1,52,700.00",Residential,link_of_e_auction,2
195776,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"14,52,000.00","1,45,200.00",Flat,link_of_e_auction,2
195777,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"10,40,000.00","1,04,000.00",Residential,link_of_e_auction,2
195778,Hinduja Housing Finance Limited,Loni,26-05-2025,"15,04,000.00","1,50,400.00",Plot,link_of_e_auction,2
195779,Hinduja Housing Finance Limited,Loni,26-05-2025,"16,70,000.00","1,67,000.00",Flat,link_of_e_auction,2
195780,Hinduja Housing Finance Limited,Loni,26-05-2025,"11,18,000.00","1,11,800.00",Flat,link_of_e_auction,2
195781,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"11,17,000.00","1,11,700.00",Flat,link_of_e_auction,2
195782,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"15,12,000.00","1,51,200.00",Flat,link_of_e_auction,2
195783,Hinduja Housing Finance Limited,Loni,26-05-2025,"15,85,000.00","1,58,500.00",Residential,link_of_e_auction,2
195784,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"15,41,000.00","1,54,100.00",Flat,link_of_e_auction,2
195785,Hinduja Housing Finance Limited,Loni,26-05-2025,"10,61,000.00","1,06,100.00",Flat,link_of_e_auction,2
195786,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"10,01,000.00","1,00,100.00",Flat,link_of_e_auction,2
195787,Hinduja Housing Finance Limited,Loni,26-05-2025,"18,20,000.00","1,82,000.00",Flat,link_of_e_auction,2
195788,Hinduja Housing Finance Limited,Loni,26-05-2025,"17,52,000.00","1,75,200.00",Flat,link_of_e_auction,2
195789,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"15,31,000.00","1,53,100.00",Plot,link_of_e_auction,2
195790,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"16,95,000.00","1,69,500.00",Flat,link_of_e_auction,2
195791,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"10,86,000.00","1,08,600.00",Flat,link_of_e_auction,2
195793,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"12,20,000.00","1,22,000.00",Flat,link_of_e_auction,2
195796,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"24,96,000.00","2,49,600.00",Residential,link_of_e_auction,2
195797,Hinduja Housing Finance Limited,Loni,26-05-2025,"9,94,000.00","99,400.00",Flat,link_of_e_auction,2
195799,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"26,54,000.00","2,65,400.00",Residential,link_of_e_auction,2
195800,Hinduja Housing Finance Limited,Loni,26-05-2025,"16,38,000.00","1,63,800.00",Residential Flat,link_of_e_auction,2
195801,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"10,70,000.00","1,07,000.00",Flat,link_of_e_auction,2
195802,Hinduja Housing Finance Limited,Ghaziabad,26-05-2025,"11,52,000.00","1,15,200.00",Plot,link_of_e_auction,2
