,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,195720,Equitas Small Finance Bank,"All that pieces and parcels of immovable property bearing Flat No. A-105, on Fi...I am interested",VADNAGAR,05 Jun 2025,"16,00,000.00","1,60,000.00",SARFAESI,--,194811,0,Immovable,Flat,0
,197295,IDBI BANK Ltd.,"Flat No. 313, 3rd Floor, Block A, Situated at Khasra No. 697/3, 695/2& 699, Vill...I am interested",Jaipur,05 Jun 2025,"13,27,000.00","1,32,700.00",DRT,Jaipur DRT,196379,0,Immovable,Flat,
,195488,Canara Bank,"LOT A + B + C 

NOTE : Kindly download NIT Document for Complete Description bec...I am interested",Sriganga Nagar,05 Jun 2025,"1,09,00,000.00","10,90,000.00",DRT,Jaipur DRT,194580,0,Immovable,Land,0
,195489,Canara Bank,"LOT D

NOTE : Kindly download NIT Document for Complete Description because deta...I am interested",Sriganga Nagar,05 Jun 2025,"1,16,00,000.00","11,60,000.00",DRT,Jaipur DRT,194581,0,Immovable,Land,0
,196133,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent: Door No 24/282A, S No...I am interested",KANYAKUMARI,05 Jun 2025,"30,15,000.00","3,01,500.00",SARFAESI,--,195222,0,Immovable,Residential,0
,195649,Sri Gokarnanath Co-operative Bank Limited,Non Agricultural Immovable converted property situated in NARINGANA Village of B...I am interested,Bantwal,05 Jun 2025,"10,80,000.00","1,08,000.00",SARFAESI,--,194739,0,Immovable,NON AGRICULTURAL,0
,195513,Central Bank Of India,"Flat No 401, B Wing, 4th
floor, Swamy Samarth Cooperative Housing Society, 
Plot...I am interested",Navi Mumbai,05 Jun 2025,"37,24,000.00","3,80,000.00",DRT,Mumbai DRT-II,194605,0,Immovable,Flat,0
,195292,IDBI BANK Ltd.,"FLAT NO. 131, 13TH FLOOR, ADMEASURING 350 SQ. FT. CARPER AREA, ""A"" WING, OSHIWAR...I am interested",Mumbai,05 Jun 2025,"1,01,87,000.00","11,00,000.00",DRT,Mumbai DRT-III,194384,0,Immovable,Flat,0
,195388,Bank of Maharashtra,"Agricultural Land Gat No. 83, Saphale Road, Village Pargaon, Tal Palghar Dist-Pa...I am interested",PALGHAR,05 Jun 2025,"14,52,000.00","1,46,000.00",DRT,Mumbai DRT-III,194482,0,Immovable,Agricultural land,0
,196036,HDB Financial Services Limited,"All that piece and parcel of the :- In Tiruppur Registration District, Tiruppur ...I am interested",Tirupur,05 Jun 2025,"1,23,41,198.00","12,34,119.00",SARFAESI,--,195124,0,Immovable,Land,0
