,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,195238,Piramal Capital and Housing Finance Ltd.,"All The Piece and Parcel of The Property Having An Extent:- Open Plot No.136, S Nos. 154/a To 156/a AV Madhura Nagar, Ghatkesar Vi & Mandal RR Dist Rangareddi Telangana: 501301 Boundaries As:- North: ...I am interested",RANGA REDDY DISTRICT,26 May 2025,"12,10,000.00","1,21,000.00",SARFAESI,--,194329,0,Immovable,Plot,0
,195239,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel Of The Property Having An Extent:- All The Piece And Parcel Of The Property Plot No.33 In North 238 Square Yards In Bhimeswara Fortune City, Sy Nos. 197, Tip No:399/127/2014/R...I am interested",EAST GODAVARI DISTRICT,26 May 2025,"23,10,000.00","2,31,000.00",SARFAESI,--,194331,0,Immovable,Plot,0
,195240,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel of The Property Having An Extent-All The Piece And Parcel of The Property Having An Extent of Undivided Share of Land 28 Sq.yds, Semi finished Flat No. 101, First Floor, H.No....I am interested",SANGAREDDY,26 May 2025,"38,30,000.00","3,83,000.00",SARFAESI,--,194332,0,Immovable,Flat,0
,195241,Piramal Capital and Housing Finance Ltd.,"All The Piece and Parcel of The Property Having An Extent Bearing Door No. 6-1/B, Total Admeasuring 242 Sq.yrds, Situated At Malkapur Grampanchayath, Laxmipur Revenue Village, Kothapally Mandal, Karim...I am interested",karimnagar,26 May 2025,"18,90,000.00","1,89,000.00",SARFAESI,--,194333,0,Immovable,Land,0
,195242,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property :- Semi
Finished Flat No.403, Block- E, Seshadri Blockm,
3rd Floor, D.Nos: 579, 578/1A, 568/1A, 567, UDS
44.1/4 Sq.Yrds, Tirumala Garden, Guntur Village,
Guntu...I am interested",Guntur,26 May 2025,"14,40,000.00","1,44,000.00",SARFAESI,--,194334,0,Immovable,Flat,0
,195255,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Flat No 3, 1st Floor, Building A-15 Sector-1 Hindustan Awas, Paithan Road Nakshatrawadi Link road Aurangabad Aurangabad Maharashtra - 43100...I am interested",Aurangabad,26 May 2025,"12,20,000.00","1,22,000.00",SARFAESI,--,194347,0,Immovable,Flat,0
,195256,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent:- Plot no 49, At S No 25, At Tipu sultan nagar, Brahmapuri Nanded Maharashtra-431601 Boundaries As:- North: 15 ft Road South: Plot 60 of Mr Sh...I am interested",NANDED,26 May 2025,"13,70,000.00","1,37,000.00",SARFAESI,--,194348,0,Immovable,Plot,0
,195257,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Plot No.60, Nanded Sr. No. 25, At Tipu Sultan Nagar, Bramhapuri, Near Akbari Masjid, Nanded-431601 Boundaries As -North: Plot No.49 South: ...I am interested",NANDED,26 May 2025,"13,70,000.00","1,37,000.00",SARFAESI,--,194349,0,Immovable,Plot,0
,195258,Piramal Capital and Housing Finance Ltd.,All The piece and Parcel of the Property having an extent:- S No. 206/1+2B Part Of Plot No 90 &Part; Of Plot 91 Bhusawal S No 206/+2B Janki Kautik Nagar Behind Mohit Nagar Sakegaon Shivar Bhusawal Jal...I am interested,Jalgaon,26 May 2025,"7,30,000.00","73,000.00",SARFAESI,--,194350,0,Immovable,Plot,0
,195259,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Block No.13, P No.15+16, G No-48/6, Biba Nagar-2, Near Sai Palace, Dhule Rd, Savkheda Shivar, Jalgaon Jalgaon Jalgaon Maharashtra - 425001 ...I am interested",Jalgaon,26 May 2025,"4,20,000.00","42,000.00",SARFAESI,--,194351,0,Immovable,Residential,0
,195260,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent - Chamber No. 301, 3rd Floor, Khullar Chambers Munje Square, Mouza Sitabuldi, Sheet No. 10(81), Nagpur, Nagpur- 440001I am interested",Nagpur,26 May 2025,"1,36,40,000.00","13,64,000.00",SARFAESI,--,194352,0,Immovable,Floor,0
,195262,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Abadi Kalia Colony NA Nera Gt Road Nera Gt Road Near Guru Amardass Nagar Jalandhar Punjab IN 144001 Boundaries As :-

North: daljit singh 
...I am interested",Jalandhar,26 May 2025,"3,29,30,000.00","32,93,000.00",SARFAESI,--,194354,0,Immovable,Land,0
,195263,Piramal Capital and Housing Finance Ltd.,All The piece and Parcel of the Property having an extent:- Village Ladian Kalan NA Shri Sai Enclave Shri Sai Enclave Khasra No-37//17-37//16-38//20 Ludhiana Punjab IN 141001 Boundaries As -North:-Agr...I am interested,Ludhiana,26 May 2025,"17,50,000.00","1,75,000.00",SARFAESI,--,194355,0,Immovable,Residential,0
,195264,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel of The Property Having An Extent:- Part of Khasra No.- 534, Bhangeri Mahawatpur, Roorkee, Haridwar Haridwar Uttaranchal :- 247666 Boundaries As:- North: Plot of Fauzi South: 1...I am interested",Haridwar,26 May 2025,"5,80,000.00","58,000.00",SARFAESI,--,194356,0,Immovable,Land,0
,195273,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent -Flat No. 06, 2nd Floor, Dwing. NA Radhey D Wing Chs, Radhey D Wing Chs, Near
Gajanan Maharaj Mandir Thane Maharashtra IN
421503 Boundaries As...I am interested",Thane,26 May 2025,"10,00,000.00","1,00,000.00",SARFAESI,--,194365,0,Immovable,Flat,0
,195274,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent -Flat No.102, 1st Floor, Bldg No. Sb, NA Olympeo Riverside Project Olympeo
Riverside Project Vill-Avsare, Neral Raigarh(MH)
Maharashtra IN 410...I am interested",Raigarh,26 May 2025,"14,10,000.00","1,41,000.00",SARFAESI,--,194366,0,Immovable,Flat,0
,195276,Piramal Capital and Housing Finance Ltd.,All The piece and Parcel of the Property having an extent:- Flat No 402 4th Floor C Wing Golden Valley Barvi Dam Road Sonivaligav Barvi Dam Road Thane Maharashtra-421503 Boundaries As-North: Open Plot...I am interested,Thane,26 May 2025,"11,70,000.00","1,17,000.00",SARFAESI,--,194367,0,Immovable,Flat,0
,195277,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Flat No 102, 1st Floor,C Wing, Avanti Vatika, Shani Nagar, Manjarli, Badlapur West, Thane Maharashtra - 421503 Boundaries As - North: open ...I am interested",Thane,26 May 2025,"17,30,000.00","1,73,000.00",SARFAESI,--,194368,0,Immovable,Flat,0
,195278,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent - Flat No 102, 1st Floor, E Wing, Shiv Krupa, Bldg No 4, Mahavir Estate, Next To Kotak Project, Shirgao Palghar West Thane Maharashtra 401404I am interested",Thane,26 May 2025,"11,30,000.00","1,13,000.00",SARFAESI,--,194369,0,Immovable,Flat,0
,195279,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent - Plot No. 41 & 42, Phase 1, La Casa,,Birwadi - Shahapur, Kasara,,Near Atagaon Station, ,Thane, Thane, Maharashtra :- 400607 Boundaries As Nor...I am interested",Thane,26 May 2025,"8,30,000.00","83,000.00",SARFAESI,--,194371,0,Immovable,Plot,0
,195281,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent -Plat No-104-105,1st Floor, Bldg-12 Panvelkar Heights, Near Swapna Nagari Jadhav Colony, Badlapur West Thane Thane Maharashtra - 421503 Bounda...I am interested",Thane,26 May 2025,"43,30,000.00","4,33,000.00",SARFAESI,--,194372,0,Immovable,Flat,0
,195282,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Flat No 106 1 St Floor B Wing Elitra Bldg Casa Bella Gold Kalyan Shil Road Kalyan Shil Road Thane
Maharashtra 421204
Boundaries As :- North...I am interested",Thane,26 May 2025,"44,00,000.00","4,40,000.00",SARFAESI,--,194373,0,Immovable,Flat,0
,195283,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of
h the Property having an extent Plot No. 39, Lakewood
Phase 2,Near Shiravali Dam, Shirvali Village, Near Karjat Murbad Highway, Murbad, Thane,Thane, Maharashtra :- 421401 B...I am interested",Thane,26 May 2025,"9,20,000.00","92,000.00",SARFAESI,--,194374,0,Immovable,Plot,0
,195284,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Flat No.502, 5th Flr, Type A, Bldg No 13 Ambika Residency Nr Vekantesh Petrolpmp Kalyan Shilphata Road, Golivli Thane Maharashtra IN 421201...I am interested",Thane,26 May 2025,"59,20,000.00","5,92,000.00",SARFAESI,--,194375,0,Immovable,Flat,0
,195285,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent:- Flat No. 103, 1st Floor, Building No 7 NA Diamond Residency, Diamond Residency, Near Bhivpuri Railway Station Raigarh(MH) Maharashtra IN 410...I am interested",Raigarh,26 May 2025,"14,90,000.00","1,49,000.00",SARFAESI,--,194376,0,Immovable,Flat,0
,195286,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- Flat No/Plot No 401 Floor 4Th Area Adm 732 Sq Ft/ Carpet/Built Up Building
Name Shubh Vastu Situated At Sr No 122 To 128, 131, 134 ,140,& O...I am interested",Thane,26 May 2025,"18,00,000.00","1,80,000.00",SARFAESI,--,194378,0,Immovable,Plot,0
,195289,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of
the Property having an extend Flat No. 302, 3RD FLOOR, A WING NA MARIYAM
RESIDENCY, NEAR
GRAMPANCHAYAT MARIYAM
RESIDENCY, NEAR
GRAMPANCHAYAT OFFICE
VANGANI, VILLAGE VANGA
T...I am interested",Thane,26 May 2025,"10,70,000.00","1,07,000.00",SARFAESI,--,194380,0,Immovable,Residential,0
,195290,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent :- FLAT NO.206, 2ND FLOOR, C WING MAHALAXMI CITY, BLDG NO.1 D TYPE, VIHIGHAR , PANVEL VIHIGHAR, PANVEL, RAIGAD Raigad Maharashtra :- 410206 Bo...I am interested",Raigad,26 May 2025,"23,40,000.00","2,34,000.00",SARFAESI,--,194381,0,Immovable,Flat,0
,195314,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent - Flat No. 1204 On 12Th Floor Kh No 31,33,45 &53; Min Tower- 1 Block-A 12 Th Floor Bcc Heights Std At Gram-Mau Pgn Mohanlalganj & Dist Lucknow...I am interested",Lucknow,26 May 2025,"25,20,000.00","2,52,000.00",SARFAESI,--,194405,0,Immovable,Flat,0
,195325,Piramal Capital and Housing Finance Ltd.,"s.no 1

Al The piece and Parcel of the Property having|
an extent :- Plot No 60,61,80,81 Shri
Hanuman Nagar, Jnr Dharti P M City,
Mehsana Mehsana Mehsana Gujarat
384001 Boundaries As :- North : ANOTHE...I am interested",Mehsana,26 May 2025,"35,80,000.00","3,58,000.00",SARFAESI,--,194426,0,Immovable,Plot,0
,195336,Piramal Capital and Housing Finance Ltd.,"S.NO 2

All The piece and Parcel of the Property having an extent :- Plot No. B/38, Surya Kiran Residency, Kosamba - Sahol Road, Moje. Kharach, Sub Dist. Hansot, Dist. Bharuch- 393 030. Boundaries As ...I am interested",Bharuch,26 May 2025,"4,50,000.00","45,000.00",SARFAESI,--,194428,0,Immovable,Plot,0
,195337,Piramal Capital and Housing Finance Ltd.,"s.no 3

All The piece and Parcel of the Property having an extent: Plot No 104 Paiki South Side Shrinathji Society, Dhanera to Deesa Road Banaskantha Gujarat IN 385310 Boundaries As :- North: Balance ...I am interested",BanasKantha,26 May 2025,"12,60,000.00","1,26,000.00",SARFAESI,--,194429,0,Immovable,Plot,0
,195338,Piramal Capital and Housing Finance Ltd.,"s.no 4

All The piece and Parcel of the Property having an extent Flat No. D/108, Shankheshwar Township, Nr Bansi Park, Dahegam Circle, Muthiya Gam, Naroda Ahmedabad Gujarat IN 382330 Boundaries As No...I am interested",Ahmedabad,26 May 2025,"8,10,000.00","81,000.00",SARFAESI,--,194430,0,Immovable,Flat,0
,195339,Piramal Capital and Housing Finance Ltd.,"s.no 5

All The piece and Parcel of the Property having an extent:- Plot No 67 67 Radhe Residency Haldharu Mota Road Opp Apple Pool Villa
Surat Haldharu 394310I am interested",Surat,26 May 2025,"9,20,000.00","92,000.00",SARFAESI,--,194431,0,Immovable,Plot,0
,195340,Piramal Capital and Housing Finance Ltd.,"s.no 6

All The piece and Parcel of the Property having an extent: Flat No. 302, 3rd Floor, Building B, Aman Park, Hidayat Nagar, Bardoli Mahatma Gandhi Road Surat, landmark: B/s. Bardoli Bus Stand, N...I am interested",Surat,26 May 2025,"8,50,000.00","85,000.00",SARFAESI,--,194432,0,Immovable,Flat,0
,195341,Piramal Capital and Housing Finance Ltd.,"s.no 7

All The piece and Parcel of the Property having an extent FLATNO.:SF 202/NA,
BLOCK: 5602, ANKLESHWAR, WING: NA, SHREEJI CO OP HSG SOC LTD,BLDG.:NA, GIDC,PLOTNO.:C 7, ANKLESHWAR, Bharuch Gujara...I am interested",Bharuch,26 May 2025,"4,70,000.00","47,000.00",SARFAESI,--,194433,0,Immovable,Flat,0
,195342,Piramal Capital and Housing Finance Ltd.,"s.no 8

All The piece and Parcel of the Property having an extent :- Flat No 105, Radhe Complex, Dharam Residency, Nr. Sayan Sugar Fector Sayan, Surat Surat Gujarat - 394130 Boundaries As:- North: ROA...I am interested",Surat,26 May 2025,"5,80,000.00","58,000.00",SARFAESI,--,194434,0,Immovable,Flat,0
,195498,Piramal Capital and Housing Finance Ltd.,All The piece and Parcel of the Property having an extent: No 144 Asb Nadi Residencing Taverekere Hobli Kurabharahalli Bangalore Bangalore Bengaluru Karnataka-560079I am interested,Bangalore,26 May 2025,"25,40,000.00","2,54,000.00",SARFAESI,--,194589,0,Immovable,Land,0
,195499,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent-Sit No. 103, Khata No KMF 24, Jigani Village, Jigani Hobli, Anekal Taluk, Bangalore-560105I am interested",Hobli,26 May 2025,"35,20,000.00","3,52,000.00",SARFAESI,--,194591,0,Immovable,Land,0
,195503,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Plot No.302 & 303, Tirupathur Taluk, Tirupathur Village, S. No 646, As per New S. No.646/1A1A LRA Kalyana Mandapam, Selvam Nagar, Vellore, Tam...I am interested",vellore,26 May 2025,"20,70,000.00","2,07,000.00",SARFAESI,--,194595,0,Immovable,Plot,0
,195505,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Flat No 1, 3rd Floor, Hema Hides, Pranav Foundation, GNT Road Thatchur Kuttu Road, Panjetty. Ponneri, Chennai, Chennai- 601204 Boundaries As N...I am interested",Chennai,26 May 2025,"29,70,000.00","2,97,000.00",SARFAESI,--,194597,0,Immovable,Flat,0
,195507,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Flat No H. 3rd Floor, Hema Heights Pranav Foundation, gnt Road Panjetty. Ponneri Chennai Chennai Tamil Nadu- 601204 Boundaries As North: Prope...I am interested",Chennai,26 May 2025,"29,70,000.00","2,97,000.00",SARFAESI,--,194598,0,Immovable,Flat,0
,195508,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent: Plot No 4, Flat No B4 and B6, Mercury Panchayat Main Rd Rajendran Nagar, Chettipuniyam Kancheepuram Dist Kancheepuram Dist Kanchipuram Tamil ...I am interested",KANCHIPURAM,26 May 2025,"49,50,000.00","4,95,000.00",SARFAESI,--,194600,0,Immovable,Flat,0
,195509,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Plot No:13, Thiru Nagar 1Street Vadapalani Chennai Chennai Tamil Nadu 600026 Boundaries As:- North: Plot Sold By Rathinavelu Naicker South: 20...I am interested",Chennai,26 May 2025,"1,97,10,000.00","19,71,000.00",SARFAESI,--,194601,0,Immovable,Plot,0
,195510,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Plot No.118, flat No.12, 1st Floor NA Akash Appartment, ambedkar Street Akash Appartment, ambedkar Street Akash Nagar, thandalam, koovur Tamil...I am interested",Chennai,26 May 2025,"20,00,000.00","2,00,000.00",SARFAESI,--,194602,0,Immovable,Flat,0
,195511,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Plot No 3, Flat No G1, Ground Floor NA Brindhavanam, Ishwarya Nagar Extension Brindhavanam, Ishwarya Nagar Extension Nandhivaram-Guduvancher K...I am interested",KANCHIPURAM,26 May 2025,"15,00,000.00","1,50,000.00",SARFAESI,--,194603,0,Immovable,Flat,0
,195556,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Plot No. 243, Nandanvan Residency, NA Opp. Tulsi Paper Mill, Nr. Mahavir Nagar Opp. Tulsi Paper Mill, Nr. Mahavir Nagar Moje: Kareli, Surat Gu...I am interested",Surat,26 May 2025,"4,00,000.00","40,000.00",SARFAESI,--,194648,0,Immovable,Plot,0
,195557,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent PLOT NO 15, SHIV GREEN VALLEY, HATHISA OLPAD ROAD, OLPAD HATHISA ROAD, 23/1, Surat, OLPAD, Surat, GUJARAT-394540I am interested",Surat,26 May 2025,"7,00,000.00","70,000.00",SARFAESI,--,194649,0,Immovable,Plot,0
,195558,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Propertyhaving an extent Flat No 305, 3rd Flr,wind-b,Shaan Avenue,,Kapodra Road,,Ankleshwar, Bharuch, Gujarat :- 393002 Boundaries As: North: Other Property South: Flat...I am interested",Bharuch,26 May 2025,"7,00,000.00","70,000.00",SARFAESI,--,194650,0,Immovable,Flat,0
,195606,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent:-Flat No. C-1, 2nd Floor Rhs Southern Portion, Khasra No. 872/1 Min. Extended Lal Dora Abadi, Village Burari, Delhi New Delhi Delhi-110007 Bou...I am interested",Delhi,26 May 2025,"17,10,000.00","1,71,000.00",SARFAESI,--,194696,0,Immovable,Flat,0
,195607,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent: Flat No: 707, Saventh Floor NA Tower- Mercury Alien Court Plot No: Gh/1 Tower- Mercury Alien Court Plot No: Gh/1 Sec-C-3, Tronica City Ghazi...I am interested",Ghaziabad,26 May 2025,"25,40,000.00","2,54,000.00",SARFAESI,--,194698,0,Immovable,Flat,0
,195609,Piramal Capital and Housing Finance Ltd.,All The piece and Parcel of the Property having an extent:-Flat No. Ff-1 First Floor Front Rhs NAPlot No. F-49 Sif Ved Vihar Loni Plot No. F- 49 Sif Ved Vihar Loni Loni Ghaziabad Uttar Pradesh IN 2011...I am interested,Ghaziabad,26 May 2025,"8,60,000.00","86,000.00",SARFAESI,--,194699,0,Immovable,Flat,0
,195611,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent:-Dda Flat No. 174, Ground Floor NA Pocket-1, Sector-25 Pocket-1. Sector-25 Rohini North Delhi Delhi IN 110085 Boundaries As:- North: other fl...I am interested",Delhi,26 May 2025,"54,70,000.00","5,47,000.00",SARFAESI,--,194701,0,Immovable,Flat,0
,195612,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Flat No P-1002, 10th Floor, Pearl S G Grand Pearl Rajnagar Extension NH 58 Ghaziabad Uttar Pradesh IN 201012I am interested",Ghaziabad,26 May 2025,"34,30,000.00","3,43,000.00",SARFAESI,--,194702,0,Immovable,Flat,0
,195613,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Pvt Plot No.11 & 12, UGF RHS Portion NAKH No.631/2 Extended Abadi of Lal Dora Kh No.631/ 2, Extended Abadi of Lal Dora Nambardar Colony, Villa...I am interested",Delhi,26 May 2025,"19,00,000.00","1,90,000.00",SARFAESI,--,194704,0,Immovable,Plot,0
,195614,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel Of The Property Having An Extent: Prop Pvt No.E-4 Khasra No. 850 Min 2nd Floor Prop Pvt No.E- 14 nilkant Apartment Lal Dora, Village Burani 110084 Boundaries As North Entry P...I am interested",Delhi,26 May 2025,"18,40,000.00","1,84,000.00",SARFAESI,--,194705,0,Immovable,Land,0
,195618,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Prop: No-2081, Plot No. $46, 3rd Floor NA With Roof Right Rhs Portion From Stairca With Roof Right Rhs Portion From Stairca Old Anaj Mandi, Na...I am interested",Delhi,26 May 2025,"80,30,000.00","8,03,000.00",SARFAESI,--,194711,0,Immovable,Plot,0
,196124,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent- Plot No. 1611b, Flat No.12, Ff, 6th Cross Ram Nagar South, Madipakkam, Chennai Chennai Tamil Nadu 600091 Boundaries As North: by Pavalam, Plo...I am interested",Chennai,26 May 2025,"42,80,000.00","4,28,000.00",SARFAESI,--,195213,0,Immovable,Flat,0
,194264,Repco Home Finance Ltd,"All the piece and parcel of property in Dharmapuri District, Dharmapuri Registration District, Dharmapuri West Sub-Registration District, Nallampalli Taluk, Palayam Village, Sy. No.77/2, Dry extent He...I am interested",Dharmapuri,26 May 2025,"13,05,000.00","1,30,500.00",SARFAESI,--,193358,0,Immovable,Land,0
,194265,Repco Home Finance Ltd,"All that piece and parcel of property situated in
Registration District
Sub Reg District
District
Taluk
Erode
:
Chennimalai
:
Erode
:
Village
Street Name
:
Perundurai
Mukasi Pidariyur Chenningirivala...I am interested",ERODE,26 May 2025,"13,60,000.00","1,36,000.00",SARFAESI,--,193359,0,Immovable,Land,0
,194266,Repco Home Finance Ltd,"District
Registration District Sub-Registration District
Taluk
Village S.F.Nos.
R.S.Nos.
: Erode : Erode
: Anthiyur
: Anthiyur
: Gettisamudram
: 141 & 142
: 157/1, 157/3, 157/5, 157/6, 157/7E, subdivi...I am interested",ERODE,26 May 2025,"17,70,000.00","1,77,000.00",SARFAESI,--,193360,0,Immovable,Land,0
