Organisation Chain,Auction ID,EMD Amount,Starting Price,Submission Start Date,Submission End Date,Auction Start Date,Product Category
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1424,"1,00,000","2,43,925",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1423,"1,00,000","2,81,600",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1425,"1,00,000","5,45,710",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Bijnor,2025_UP_1426,"1,00,000","3,87,200",13-Mar-2025 12:00 PM,03-Jun-2025 11:00 AM,03-Jun-2025 05:00 PM,Others
Govt of West Bengal||Zilla Parishad West Bengal||Paschim Midnapore||Pingla,2025_WB_4719,"32,000","15,27,000",28-May-2025 06:30 PM,03-Jun-2025 04:00 PM,05-Jun-2025 12:00 PM,Timber
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28354,"20,000","3,65,400",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28353,"20,000","1,74,685",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28361,"20,000","2,73,420",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28360,"20,000","1,73,492",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28363,"20,000","4,98,015",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28368,"20,000","2,18,736",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28366,"20,000","4,37,755",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28367,"20,000","4,19,895",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28358,"20,000","1,86,837",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29283,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28362,"20,000","2,76,420",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28352,"20,000","1,60,580",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28344,"20,000","3,15,810",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29269,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28369,"20,000","4,19,895",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29261,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Varangaon,2025_MH_28365,"20,000","4,19,896",19-Mar-2025 11:00 AM,03-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29285,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29288,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29278,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29281,"10,00,000","7,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29360,"10,00,000","7,000",08-May-2025 04:00 PM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29289,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
Govt of Maharashtra||Rural Development Department (Maharashtra)||RDD-CEO-YAVATMAL||YAVATMAL-Work Department,2025_MH_29290,"10,00,000","10,000",06-May-2025 11:00 AM,03-Jun-2025 05:00 PM,06-Jun-2025 11:00 AM,Others
