Organisation Chain,Auction ID,EMD Amount,Starting Price,Submission Start Date,Submission End Date,Auction Start Date,Product Category
Govt of West Bengal||Zilla Parishad West Bengal||Paschim Midnapore,2025_WB_4671,"27,59,845","68,99,611",17-May-2025 09:00 AM,07-Jun-2025 06:00 PM,12-Jun-2025 11:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3933,"1,25,000","12,49,358",05-May-2025 11:00 AM,08-Jun-2025 04:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3935,"30,000","2,96,115",05-May-2025 11:00 AM,08-Jun-2025 04:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3932,"1,90,000","19,50,377",05-May-2025 11:00 AM,08-Jun-2025 04:30 PM,10-Jun-2025 10:00 AM,Others
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Saharanpur,2025_UP_1573,"3,50,00,000","35,65,00,000",03-Jun-2025 06:30 PM,08-Jun-2025 05:00 PM,11-Jun-2025 12:00 PM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3926,"10,800","1,07,469",05-May-2025 11:00 AM,08-Jun-2025 05:10 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3930,"16,000","1,60,407",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3929,"3,300","33,136",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3931,"8,000","77,268",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3937,"1,26,000","12,55,300",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3930,"16,000","1,60,407",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3920,"6,500","1,29,368",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3931,"8,000","77,268",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3921,"2,500","32,891",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3936,500,"13,86,735",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3924,"18,000","1,75,428",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3922,"33,000","3,29,571",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
Ministry of Defence||Directorate General Defence Estates||Western Command Chandigarh||DEO- Jammu,2025_MoD_3918,"2,500","25,303",05-May-2025 11:00 AM,08-Jun-2025 05:30 PM,10-Jun-2025 10:00 AM,Others
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Sironcha",2025_MH_29593,,,05-Jun-2025 05:15 PM,09-Jun-2025 09:00 AM,09-Jun-2025 09:00 AM,Timber
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Sironcha",2025_MH_29594,,,05-Jun-2025 05:45 PM,09-Jun-2025 09:00 AM,09-Jun-2025 09:00 AM,Firewood
Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||Forest Development Corporation of Maharashtra Ltd.||General Manager Nagpur||Divisional Manager Nagpur,2025_MH_29634,,,06-Jun-2025 02:00 PM,09-Jun-2025 09:30 AM,09-Jun-2025 09:30 AM,Timber
Govt of Uttar Pradesh||U.P. State Sugar Corporation Ltd,2025_UP_1570,20,,02-Jun-2025 06:00 PM,09-Jun-2025 02:00 PM,10-Jun-2025 11:00 AM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Southern Command Pune||CEO Cannanore,2025_MoD_3990,"25,000","36,998",28-May-2025 04:00 PM,09-Jun-2025 02:00 PM,10-Jun-2025 11:00 AM,Land/Building
Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||Forest Development Corporation of Maharashtra Ltd.||Regional Manager Chandrapur||Divisional Manager Central Chanda,2025_MH_29717,,,07-Jun-2025 09:30 AM,09-Jun-2025 02:30 PM,09-Jun-2025 02:30 PM,Timber
Govt of Uttar Pradesh||Rajya Krishi Utpadan Mandi Parishad UP||DDAM Meerut- RKUMP||Ghaziabad Mandi- RKUMP,2025_UP_1566,"5,00,000","5,00,000",30-May-2025 05:00 PM,09-Jun-2025 03:00 PM,12-Jun-2025 12:00 PM,Miscellaneous
Govt of Haryana||Prison Department Haryana||Central Prison-1 Hisar,2025_HR_995,"50,000","2,200",07-Jun-2025 09:00 AM,09-Jun-2025 03:00 PM,10-Jun-2025 09:00 AM,Others
Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||Forest Development Corporation of Maharashtra Ltd.||General Manager Nagpur||Divisional Manager Nagpur,2025_MH_29635,,,06-Jun-2025 02:00 PM,09-Jun-2025 03:45 PM,09-Jun-2025 03:45 PM,Timber
Ministry of Defence||Directorate General Defence Estates||Central Command Lucknow||CEO Jabalpur,2025_MoD_4002,"50,000",,03-Jun-2025 10:00 AM,09-Jun-2025 05:00 PM,17-Jun-2025 10:00 AM,Land/Building
Ministry of Defence||Directorate General Defence Estates||Central Command Lucknow||CEO Jabalpur,2025_MoD_3987,"1,50,000","1,00,000",29-May-2025 10:00 AM,09-Jun-2025 05:00 PM,17-Jun-2025 10:00 AM,Others
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administartion Latur District - DMA||Municipal Council Udgir,2025_MH_29697,"50,000","10,30,000",02-Jun-2025 11:00 AM,09-Jun-2025 05:00 PM,16-Jun-2025 11:00 AM,Miscellaneous
Govt of West Bengal||Zilla Parishad West Bengal||Purba Medinipur,2025_WB_4736,600,"30,000",31-May-2025 10:00 AM,09-Jun-2025 05:00 PM,12-Jun-2025 11:00 AM,Miscellaneous
Ministry of Defence||Directorate General Defence Estates||Southern Command Pune||DEO- Jodhpur,2025_MoD_3985,"35,000","1,14,000",28-May-2025 12:00 PM,09-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM,Timber
Govt of Maharashtra||Directorate Groundwater Surveys and Development Agency Pune||Head Office Pune,2025_MH_29563,"9,500","2,24,000",28-May-2025 11:00 AM,09-Jun-2025 05:00 PM,17-Jun-2025 11:00 AM,Shipping/ Transportation/ Vehicle
