,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,197332,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Arazi No. 1002 Ka, Mau...I am interested",CHANDAULI,19 Jun 2025,"12,50,000.00","1,25,000.00",SARFAESI,--,196416,0,Immovable,Land,0
,197334,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent Plot No. 45/1, Chandau...I am interested",CHANDAULI,19 Jun 2025,"5,90,000.00","59,000.00",SARFAESI,--,196418,0,Immovable,Land,0
,197339,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent: Site No. 117, Sy No. ...I am interested",Bangalore,19 Jun 2025,"18,90,000.00","1,89,000.00",SARFAESI,--,196423,0,Immovable,Land,0
,197351,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property
having an extent Queen Apartment
ground...I am interested",Dakshina Kannada,19 Jun 2025,"27,20,000.00","2,72,000.00",SARFAESI,--,196434,0,Immovable,Flat,0
,197354,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel of The Property Having An Extent:- Vss No- 622, Ward No...I am interested",Dharwad,19 Jun 2025,"38,90,000.00","3,89,000.00",SARFAESI,--,196437,0,Immovable,Flat,0
,197355,Piramal Capital and Housing Finance Ltd.,"All The piece and Parcel of the Property having an extent-Sy No 212-20p1, form 9...I am interested",Dakshina Kannada,19 Jun 2025,"37,10,000.00","3,71,000.00",SARFAESI,--,196439,0,Immovable,Flat,0
,197358,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel of The Property Having An Extent:- F No 702, 7th Flr, M...I am interested",Mumbai,19 Jun 2025,"1,43,50,000.00","14,35,000.00",SARFAESI,--,196442,0,Immovable,Flat,0
,197359,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel of The Property Having An Extent:- Flat No 104, 1st Flo...I am interested",Raigad,19 Jun 2025,"15,10,000.00","1,51,000.00",SARFAESI,--,196443,0,Immovable,Flat,0
,197360,Piramal Capital and Housing Finance Ltd.,"All The Piece And Parcel of The Property Having An Extent:- Flat No 201, 2nd Flr...I am interested",Thane,19 Jun 2025,"22,50,000.00","2,25,000.00",SARFAESI,--,196444,0,Immovable,Flat,0
,197361,Piramal Capital and Housing Finance Ltd.,"All the piece and parcel of the property having an extent :- Lig flat
No 16, 3rd...I am interested",Delhi,19 Jun 2025,"7,00,000.00","70,000.00",SARFAESI,--,196445,0,Immovable,Flat,0
