,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,197172,HDFC Bank,All that piece and parcel of land at Plot No D-26 in the Butibori Industrial Are...I am interested,Nagpur,15 Jun 2025,"3,06,00,000.00","30,60,000.00",SARFAESI,--,196255,0,Immovable,Land,0
,197352,TruHome Finance Limited,All that piece and parcel of the immovable property bearing Plot No.365 (As per ...I am interested,Surat,15 Jun 2025,"7,00,000.00","70,000.00",SARFAESI,--,196435,0,Immovable,Plot,0
,195921,Gujarat Gramin Bank,All the pieces and parcels of property Revenue Survey No. 375 (Khata No. 329) Pa...I am interested,DAHOD,15 Jun 2025,"20,00,000.00","2,00,000.00",SARFAESI,--,195012,0,Immovable,Plot,
,197732,Axis Bank,"All that part and piece of property situated in Visakhapatnam District, Anakapal...I am interested",Visakhapatnam,16 Jun 2025,"23,83,128.00","2,38,313.00",SARFAESI,--,196816,0,Immovable,Land,0
,197009,Deutsche Bank,"All that piece and parcel of the 
property bearing 2nd floor 
admeasuring about ...I am interested",Surat,16 Jun 2025,"6,50,00,000.00","65,00,000.00",SARFAESI,--,196092,0,Immovable,Floor,0
,197580,HDFC Bank,"Property -A
Shop No. A211, D R 
World, AAI
Mata Road, 
Parvat Patia 
Dumbhal, 
S...I am interested",Surat,16 Jun 2025,"18,00,000.00","1,80,000.00",SARFAESI,--,196664,0,Immovable,Shop,0
,197581,HDFC Bank,"Property-B 
Residential 
Flat No. 303 
Third floor,
Ashish 
Apartment, 
Ravi Ash...I am interested",Surat,16 Jun 2025,"18,00,000.00","1,80,000.00",SARFAESI,--,196665,0,Immovable,Flat,0
,197996,Phoenix ARC Private Limited.,"Bungalow no. A/12, Rose Crown, Near Rose Crown 2, Chaloda, Taluka Dholka, Distri...I am interested",Ahmedabad,16 Jun 2025,"27,00,000.00","2,70,000.00",SARFAESI,--,197077,0,Immovable,Bunglow,0
,195621,Rajasthan Gramin Bank,All that part and parcel of the Equitable Mortgage of Residential cum Commercial...I am interested,Pali,16 Jun 2025,"24,30,900.00","2,43,090.00",SARFAESI,--,194714,0,Immovable,Commerical,0
,197600,Vishwakarma Sahakara Bank Ltd.,"Non-agricultural immovable property 
situated at Ira Village, Bantwaltaluk, with...I am interested",Bantwal,16 Jun 2025,"5,95,000.00","59,500.00",SARFAESI,--,196683,0,Immovable,Land,0
