,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,197032,Equitas Small Finance Bank,"Coimbatore Registration District, Singanallur Sub Registration District, Sulur T...I am interested",Coimbatore,30 Jun 2025,"56,00,000.00","5,60,000.00",SARFAESI,--,196116,1,Immovable,Land And Building,0
,197036,Equitas Small Finance Bank,"ITEM No.1
In Coimbatore Registration District, in Joint I Sub Registration Distr...I am interested",Coimbatore,30 Jun 2025,"59,00,000.00","5,90,000.00",SARFAESI,--,196119,1,Immovable,Land And Building,0
,197832,HDFC Bank,"All that piece and parcel of 
land measuring 03H 85 R out 
of Gat no 924 along w...I am interested",Solapur,30 Jun 2025,"16,60,00,000.00","1,66,00,000.00",SARFAESI,--,196916,0,Immovable and Movable,Land And  Building With Plant and Machinery,0
,197606,The Tamil Nadu Industrial Investment Corporation Limited,"Vehicle details
1) TN-09 BJ 6865 - 201.1
Model : MARUTI DZIRE Car
Colour : S.Sil...I am interested",Chennai,30 Jun 2025,"1,78,000.00","17,800.00",SFC,--,196689,0,Movable,Vehicle,0
,197608,The Tamil Nadu Industrial Investment Corporation Limited,"Vehicle details
2) TN-ogAX 0554 - 2008
Model : HONDACITY
Color : HeatherI am interested",Chennai,30 Jun 2025,"97,000.00","9,700.00",SFC,--,196691,0,Movable,Vehicle,0
,196851,ASREC (India) Limited,"Land and Building situated at Survey No.410/2/1, Survey 
No.410/2. Khanivali, Wa...I am interested",PALGHAR,30 Jun 2025,"2,35,00,000.00","23,50,000.00",SARFAESI,--,195934,0,Immovable,Land And Building,
,198207,Kotak Mahindra Bank,"Flat No. 105 adm. 615 Sq. Feet on 
the 1st Floor of the building 
known as ‘Dili...I am interested",Thane,30 Jun 2025,"21,00,000.00","2,10,000.00",SARFAESI,--,197285,0,Immovable,Flat,0
,198187,State Bank of India,"s,no 3

 all the part and parcel of immovable property Flat No.FF-1 (201) Muncip...I am interested",Dharwad,30 Jun 2025,"35,27,500.00","3,52,750.00",SARFAESI,--,197272,0,Immovable,Flat,0
,197133,Kerala Gramin Bank,"20 Cents of land and all other things 
attached there to in Survey No.41/27 
in ...I am interested",Kasaragod,30 Jun 2025,"31,23,200.00","3,12,320.00",SARFAESI,--,196215,0,Immovable,Land,0
,197134,Kerala Gramin Bank,"8 Cents of land and all other things 
attached there to in Survey No.
33/PT , 49...I am interested",Kasaragod,30 Jun 2025,"4,96,000.00","49,600.00",SARFAESI,--,196216,0,Immovable,Land,0
