,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,195699,HDFC Bank,Industrial Land Sq. Meters 334.50 and construction thereon of Plot no.7/B Paiki ...I am interested,Jetpur,11 Jun 2025,"36,00,000.00","3,60,000.00",SARFAESI,--,194789,0,Immovable,Industrial land,0
,196433,HDFC Bank,"Industrial Property situated at Plot No.63 to 76, 90, 91, 92, 93 and 94/Old S.No...I am interested",KANCHIPURAM,11 Jun 2025,"46,00,00,000.00","4,60,00,000.00",SARFAESI,--,195518,0,Immovable,Industrial land,0
,195532,DMI Housing Finance Pvt Ltd,"PLOT NO. 78, POLE NO. 49 
AND 141, PART OF KHASRA 
NO. 257/2, GALI NO. 4A, 
SITU...I am interested",Delhi,11 Jun 2025,"44,22,600.00","4,42,260.00",SARFAESI,--,194624,0,Immovable,Plot,0
,197302,Kotak Mahindra Bank,"All that piece and parcel of 
Property known as, area 
adm. 110.00 sq.m., out of...I am interested",Jalgaon,11 Jun 2025,"1,78,20,000.00","17,82,000.00",SARFAESI,--,196387,0,Immovable,Land,0
,196453,Axis Bank,"All that piece and parcel of property bearing Site No.53,
Assessment/Khata No.55...I am interested",chamarajanagar,11 Jun 2025,"16,65,000.00","1,66,500.00",SARFAESI,--,195538,0,Immovable,Residential,0
,195117,State Bank of India,"Industrial Building Land
measuring 11 Bighas- 08 Biswas out of 127 Bighas- 14 B...I am interested",Ludhiana,11 Jun 2025,"73,83,000.00","7,40,000.00",DRT,Chandigarh - DRT - III,194211,0,Immovable,Industrial Land And Building,0
,195568,State Bank of India,"Flat No 704, admeasuring
730 sq ft carpet area on 7th
Floor, B Wing of the
build...I am interested",Mumbai,11 Jun 2025,"1,47,00,000.00","14,70,000.00",DRT,Mumbai DRT-II,194660,0,Immovable,Flat,0
,197772,State Bank of India,"MODEL:- TATA NEXON XZ+ S RTNBS6PH2, Model:- 2023,
Fuel type:- Petrol, Colour: Ro...I am interested",karimnagar,11 Jun 2025,"8,50,000.00","85,000.00",SARFAESI,--,196855,0,Movable,Vehicle,0
,197777,State Bank of India,"RC NO:- TS02EZ8595, MODEL:- HONDA AMAZE -1.5 V MT(I-DTEC).
Model:- 2018
Fuel typ...I am interested",karimnagar,11 Jun 2025,"3,80,000.00","38,000.00",SARFAESI,--,196859,0,Movable,Vehicle,0
,197223,Mumbai District Central Co-op. Bank Ltd,"Lot Nos :- 1

Flat No.1803, admeasuring 870 sq. Ft. carpet area, 18th Floor with...I am interested",Mumbai,11 Jun 2025,"1,87,68,000.00","18,76,800.00",SARFAESI,--,196307,0,Immovable,Flat,0
