,Auction ID,Bank/Organisation Name,Asset on Auction,City/District,Sealed Bid Submission last date,Reserve Price,EMD,Event Type,DRT Name,,,,,
,196126,Kotak Mahindra Bank,"In Coimbatore Registration District,
Gandhipuram Sub Registration District,
Coim...I am interested",Coimbatore,13 Jun 2025,"47,00,000.00","4,70,000.00",SARFAESI,--,195215,0,Immovable,Land,0
,195868,Omkara Assets Reconstruction Private Limited,All those pieces and parcels of industrial land bearing Plot No.1 to 8 in IDA Pa...I am interested,SANGAREDDY,13 Jun 2025,"1,65,05,00,000.00","16,50,50,000.00",SARFAESI,--,194957,0,Immovable and Movable,Land And  Building With Plant and Machinery,
,195939,Equitas Small Finance Bank,"schedule-I Applicant: Gopu, Item no.1:

All that piece and parcel of land with b...I am interested",vellore,13 Jun 2025,"24,95,000.00","2,49,500.00",SARFAESI,--,195028,1,Immovable,Land And Building,
,195940,Equitas Small Finance Bank,"All that piece and parcel of land and building comprised in S.No.252l2C, with an...I am interested",Thiruvallur,13 Jun 2025,"14,97,000.00","1,49,700.00",SARFAESI,--,195029,1,Immovable,Land And Building,
,195942,Equitas Small Finance Bank,"All that piece and parcel of land and bullding comprised in
New S.No.93, with an...I am interested",Cuddalore,13 Jun 2025,"7,83,000.00","78,300.00",SARFAESI,--,195030,1,Immovable,Land And Building,
,195943,Equitas Small Finance Bank,"All the piece and parcel of land along with building
comprised in Old S.Nos.1175...I am interested",KANYAKUMARI,13 Jun 2025,"10,46,000.00","1,04,600.00",SARFAESI,--,195034,1,Immovable,Land And Building,0
,195946,Equitas Small Finance Bank,"All that Piece and parcel of land and building
comprised in Nanjal S.No.50/6A, O...I am interested",Mayiladuthurai,13 Jun 2025,"2,60,000.00","26,000.00",SARFAESI,--,195035,1,Immovable,Land And Building,0
,195947,Equitas Small Finance Bank,"All that piece and parcel of vacant land bearing Plot No.238, ""Bismillah Golden ...I am interested",Thiruvallur,13 Jun 2025,"53,28,000.00","5,32,800.00",SARFAESI,--,195036,1,Immovable,Land And Building,0
,195948,Equitas Small Finance Bank,All that Piece and parcel of land common passage with building comprised in AC6S...I am interested,Madurai,13 Jun 2025,"11,78,500.00","1,17,850.00",SARFAESI,--,195037,1,Immovable,Land And Building,0
,195949,Equitas Small Finance Bank,"All that Piece and parcel of land and building, Comprised in Old S.No.109 Part, ...I am interested",Thiruvallur,13 Jun 2025,"6,11,000.00","61,100.00",SARFAESI,--,195042,1,Immovable,Land And Building,0
