Organisation Chain,Auction ID,EMD Amount,Starting Price,Submission Start Date,Submission End Date,Auction Start Date,Product Category
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29712,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29706,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29707,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29708,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29710,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29713,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29714,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29711,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29709,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29696,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29655,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29661,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29699,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29693,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29691,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29698,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29667,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29692,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29708,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29710,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29713,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29714,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29651,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29656,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29658,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29659,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29660,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29657,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29652,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29663,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29699,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29693,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29691,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29698,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29692,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29695,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29684,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29694,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29655,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29662,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29667,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29671,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29672,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29666,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29665,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29691,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29699,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29654,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29667,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29671,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29672,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29666,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29665,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29668,"50,000","50,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29680,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
Govt of Maharashtra||Directorate of Municipal Admin. Maharashtra State||Municipal Administration Jalgaon District- DMA||Municipal Council Amalner,2025_MH_29674,"50,000","12,00,000",02-Jun-2025 11:00 AM,15-Jun-2025 05:00 PM,18-Jun-2025 09:00 AM,Land/Building
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Sironcha",2025_MH_29598,,,12-Jun-2025 05:35 PM,16-Jun-2025 09:00 AM,16-Jun-2025 09:00 AM,Timber
Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||Forest Development Corporation of Maharashtra Ltd.||Regional Manager Chandrapur||Divisional Manager Markhanda,2025_MH_29934,,,14-Jun-2025 09:30 AM,16-Jun-2025 09:30 AM,16-Jun-2025 09:30 AM,Timber
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Nagpur||Office of the DCF Nagpur",2025_MH_29833,,,14-Jun-2025 09:00 AM,16-Jun-2025 09:30 AM,16-Jun-2025 09:30 AM,Timber
"Govt of Maharashtra||Revenue And Forest Department (Maharashtra)||PCCF Head of Forest Force, Maharashtra Forest Department||Office of the CCF Gadchiroli||Office of the DCF Ballarshah",2025_MH_29912,,,14-Jun-2025 09:30 AM,16-Jun-2025 09:30 AM,16-Jun-2025 09:30 AM,Timber
Govt of Haryana||Haryana Tourism Corporation Limited,2025_HR_990,"4,55,200",,29-May-2025 09:05 AM,16-Jun-2025 11:00 AM,17-Jun-2025 11:00 AM,Miscellaneous
Govt of Uttar Pradesh||PANCHAYATI RAJ DEPARTMENT||Zila Panchayat Sonbhadra,2025_UP_1579,"27,92,708","13,39,63,540",06-Jun-2025 04:30 PM,16-Jun-2025 11:00 AM,17-Jun-2025 12:00 PM,Miscellaneous
Govt of Haryana||Haryana Tourism Corporation Limited,2025_HR_989,"8,38,218",,29-May-2025 09:05 AM,16-Jun-2025 11:00 AM,17-Jun-2025 11:00 AM,Miscellaneous
